Country,Subject Descriptor,Units,Scale,2019,2020,2021,Estimates Start After
Kyrgyz Republic,"Gross domestic product, current prices",U.S. dollars,Billions,8.872,7.747,8.15,2020
Kyrgyz Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,388.65","1,188.82","1,224.75",2019
Kyrgyz Republic,"Inflation, average consumer prices",Percent change,,1.136,6.323,12.997,2020
Kyrgyz Republic,Volume of imports of goods and services,Percent change,,-0.873,-24.282,14.331,2019
Kyrgyz Republic,Volume of exports of goods and services,Percent change,,15.147,-25.053,-11.065,2019
Kyrgyz Republic,Population,Persons,Millions,6.389,6.517,6.654,2019
Lao P.D.R.,"Gross domestic product, constant prices",Percent change,,4.652,-0.435,2.061,2020
Lao P.D.R.,"Gross domestic product, current prices",U.S. dollars,Billions,18.771,18.82,19.375,2020
Lao P.D.R.,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,618.18","2,586.78","2,625.61",2020
Lao P.D.R.,"Inflation, average consumer prices",Percent change,,3.323,5.104,4.9,2020
Lao P.D.R.,Volume of imports of goods and services,Percent change,,-5.417,-16.747,9.75,2020
Lao P.D.R.,Volume of exports of goods and services,Percent change,,14.133,-7.407,-12.124,2020
Lao P.D.R.,Population,Persons,Millions,7.169,7.276,7.379,2020
Latvia,"Gross domestic product, constant prices",Percent change,,2.027,-3.624,4.54,2020
Latvia,"Gross domestic product, current prices",U.S. dollars,Billions,34.059,33.478,37.199,2020
Latvia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"17,739.47","17,549.30","19,538.90",2019
Latvia,"Inflation, average consumer prices",Percent change,,2.747,0.081,2.572,2020
Latvia,Volume of imports of goods and services,Percent change,,2.957,-3.264,10.61,2020
Latvia,Volume of exports of goods and services,Percent change,,2.112,-2.726,4.483,2020
Latvia,Employment,Persons,Millions,0.91,0.893,0.899,2020
Latvia,Population,Persons,Millions,1.92,1.908,1.904,2019
Lebanon,"Gross domestic product, constant prices",Percent change,,-7.284,-25,n/a,2019
Lebanon,"Gross domestic product, current prices",U.S. dollars,Billions,52.371,19.008,n/a,2019
Lebanon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"7,639.10","2,784.82",n/a,2019
Lebanon,"Inflation, average consumer prices",Percent change,,2.895,84.864,n/a,2020
Lebanon,Volume of imports of goods and services,Percent change,,-4.599,-51.684,n/a,2019
Lebanon,Volume of exports of goods and services,Percent change,,-3.47,-50.888,n/a,2019
Lebanon,Population,Persons,Millions,6.856,6.825,n/a,2019
Lesotho,"Gross domestic product, constant prices",Percent change,,-1.544,-5.395,2.811,2019
Lesotho,"Gross domestic product, current prices",U.S. dollars,Billions,2.228,1.999,2.478,2019
Lesotho,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,087.59",969.708,"1,187.51",2016
Lesotho,"Inflation, average consumer prices",Percent change,,5.187,4.978,5.831,2020
Lesotho,Volume of imports of goods and services,Percent change,,0.952,-2.46,5.052,2021
Lesotho,Volume of exports of goods and services,Percent change,,-0.413,-21.594,11.799,2021
Lesotho,Population,Persons,Millions,2.048,2.062,2.087,2016
Liberia,"Gross domestic product, constant prices",Percent change,,-2.516,-2.967,3.561,2016
Liberia,"Gross domestic product, current prices",U.S. dollars,Billions,3.08,3.037,3.384,2016
Liberia,"Gross domestic product per capita, current prices",U.S. dollars,Units,672.882,647.1,703.406,2016
Liberia,"Inflation, average consumer prices",Percent change,,26.969,16.953,5.867,2019
Liberia,Volume of imports of goods and services,Percent change,,-5.743,-9.451,0.461,2019
Liberia,Volume of exports of goods and services,Percent change,,1.605,-10.107,26.872,2019
Liberia,Population,Persons,Millions,4.578,4.694,4.812,2016
Libya,"Gross domestic product, constant prices",Percent change,,13.188,-59.719,123.173,2014
Libya,"Gross domestic product, current prices",U.S. dollars,Billions,39.497,19.21,27.3,2014
Libya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,004.47","2,891.46","4,068.61",2014
Libya,"Inflation, average consumer prices",Percent change,,0.214,2.817,21.11,2020
Libya,Volume of imports of goods and services,Percent change,,1.418,-61.75,75.531,2017
Libya,Volume of exports of goods and services,Percent change,,-12.955,-80.952,384.689,2017
Libya,Population,Persons,Millions,6.578,6.644,6.71,2019
Lithuania,"Gross domestic product, constant prices",Percent change,,4.339,-0.872,4.663,2020
Lithuania,"Gross domestic product, current prices",U.S. dollars,Billions,54.646,55.843,62.635,2020
Lithuania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"19,557.39","19,981.34","22,411.65",2019
Lithuania,"Inflation, average consumer prices",Percent change,,2.242,1.062,3.029,2020
Lithuania,Volume of imports of goods and services,Percent change,,6.343,-5.312,7.856,2020
Lithuania,Volume of exports of goods and services,Percent change,,9.478,-0.009,4.577,2020
Lithuania,Employment,Persons,Millions,1.378,1.358,1.383,2020
Lithuania,Population,Persons,Millions,2.794,2.795,2.795,2019
Luxembourg,"Gross domestic product, constant prices",Percent change,,2.298,-1.314,5.513,2020
Luxembourg,"Gross domestic product, current prices",U.S. dollars,Billions,71.113,73.205,83.771,2020
Luxembourg,"Gross domestic product per capita, current prices",U.S. dollars,Units,"115,838.95","116,921.11","131,301.60",2020
Luxembourg,"Inflation, average consumer prices",Percent change,,1.653,0.004,2.654,2020
Luxembourg,Volume of imports of goods and services,Percent change,,0.912,2.151,8.923,2020
Luxembourg,Volume of exports of goods and services,Percent change,,0.836,2.471,8.366,2020
Luxembourg,Employment,Persons,Millions,0.465,0.474,0.485,2020
Luxembourg,Population,Persons,Millions,0.614,0.626,0.638,2020
Macao SAR,"Gross domestic product, constant prices",Percent change,,-2.629,-56.308,20.435,2020
Macao SAR,"Gross domestic product, current prices",U.S. dollars,Billions,55.154,24.333,29.223,2020
Macao SAR,"Gross domestic product per capita, current prices",U.S. dollars,Units,"81,156.61","35,621.46","42,106.56",2020
Macao SAR,"Inflation, average consumer prices",Percent change,,2.752,0.811,-0.25,2020
Macao SAR,Employment,Persons,Millions,0.388,0.395,0.398,2020
Macao SAR,Population,Persons,Millions,0.68,0.683,0.694,2020
Madagascar,"Gross domestic product, constant prices",Percent change,,4.411,-6.118,2.913,2018
Madagascar,"Gross domestic product, current prices",U.S. dollars,Billions,14.105,13.179,14.101,2018
Madagascar,"Gross domestic product per capita, current prices",U.S. dollars,Units,512.176,461.8,498.682,2010
Madagascar,"Inflation, average consumer prices",Percent change,,5.623,4.188,6,2020
Madagascar,Volume of imports of goods and services,Percent change,,1.837,-20.741,1.833,2019
Madagascar,Volume of exports of goods and services,Percent change,,14.754,-30.628,1.638,2019
Madagascar,Population,Persons,Millions,27.539,28.539,28.276,2010
Malawi,"Gross domestic product, constant prices",Percent change,,5.448,0.913,2.2,2019
Malawi,"Gross domestic product, current prices",U.S. dollars,Billions,11.031,11.847,12.15,2019
Malawi,"Gross domestic product per capita, current prices",U.S. dollars,Units,543.685,567.59,565.798,2016
Malawi,"Inflation, average consumer prices",Percent change,,9.378,8.639,9.456,2020
Malawi,Volume of imports of goods and services,Percent change,,14.25,10.857,-4.378,2020
Malawi,Volume of exports of goods and services,Percent change,,13.643,-17.183,8.919,2020
Malawi,Population,Persons,Millions,20.289,20.873,21.474,2016
Malaysia,"Gross domestic product, constant prices",Percent change,,4.439,-5.647,3.5,2020
Malaysia,"Gross domestic product, current prices",U.S. dollars,Billions,365.279,337.008,371.114,2020
Malaysia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"11,231.41","10,231.34","11,124.67",2020
Malaysia,"Inflation, average consumer prices",Percent change,,0.663,-1.139,2.5,2020
Malaysia,Volume of imports of goods and services,Percent change,,-1.944,-9.22,16.683,2020
Malaysia,Volume of exports of goods and services,Percent change,,-0.812,-2.825,18.633,2020
Malaysia,Population,Persons,Millions,32.523,32.939,33.36,2020
Maldives,"Gross domestic product, constant prices",Percent change,,6.986,-31.982,18.868,2020
Maldives,"Gross domestic product, current prices",U.S. dollars,Billions,5.632,3.738,4.573,2020
Maldives,"Gross domestic product per capita, current prices",U.S. dollars,Units,"15,148.80","9,888.65","11,899.09",2014
Maldives,"Inflation, average consumer prices",Percent change,,1.326,-1.594,1.43,2020
Maldives,Volume of imports of goods and services,Percent change,,0.936,-40.036,31.382,2020
Maldives,Volume of exports of goods and services,Percent change,,4.979,-51.259,66.91,2020
Maldives,Population,Persons,Millions,0.372,0.378,0.384,2014
Mali,"Gross domestic product, constant prices",Percent change,,4.765,-1.591,4.025,2018
Mali,"Gross domestic product, current prices",U.S. dollars,Billions,17.281,17.491,19.563,2018
Mali,"Gross domestic product per capita, current prices",U.S. dollars,Units,905.821,889.788,966.141,2017
Mali,"Inflation, average consumer prices",Percent change,,-2.894,0.536,3.044,2020
Mali,Volume of imports of goods and services,Percent change,,10.745,0.121,2.084,2019
Mali,Volume of exports of goods and services,Percent change,,7.692,-7.798,-17.17,2019
Mali,Population,Persons,Millions,19.078,19.658,20.249,2017
Malta,"Gross domestic product, constant prices",Percent change,,5.735,-8.291,5.711,2020
Malta,"Gross domestic product, current prices",U.S. dollars,Billions,15.728,14.899,16.695,2020
Malta,"Gross domestic product per capita, current prices",U.S. dollars,Units,"31,865.84","28,955.29","31,996.53",2020
Malta,"Inflation, average consumer prices",Percent change,,1.523,0.787,0.707,2020
Malta,Volume of imports of goods and services,Percent change,,6.808,-2.723,4.78,2020
Malta,Volume of exports of goods and services,Percent change,,5.76,-6.304,5.1,2020
Malta,Employment,Persons,Millions,0.255,0.261,0.264,2020
Malta,Population,Persons,Millions,0.494,0.515,0.522,2020
Marshall Islands,"Gross domestic product, constant prices",Percent change,,6.845,-2.448,-1.5,2020
Marshall Islands,"Gross domestic product, current prices",U.S. dollars,Billions,0.236,0.244,0.241,2020
Marshall Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,292.88","4,412.99","4,338.17",2018
Marshall Islands,"Inflation, average consumer prices",Percent change,,-0.491,-0.264,0.6,2020
Marshall Islands,Volume of exports of goods and services,Percent change,,7.585,-1.54,2.304,2020
Marshall Islands,Population,Persons,Millions,0.055,0.055,0.056,2018
Mauritania,"Gross domestic product, constant prices",Percent change,,5.798,-1.763,2.729,2018
Mauritania,"Gross domestic product, current prices",U.S. dollars,Billions,7.889,8.11,9.164,2018
Mauritania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,943.80","1,955.50","2,161.28",2014
Mauritania,"Inflation, average consumer prices",Percent change,,2.306,2.264,2.663,2020
Mauritania,Volume of imports of goods and services,Percent change,,1.549,-1.593,4.288,2020
Mauritania,Volume of exports of goods and services,Percent change,,12.295,1.898,1.113,2020
Mauritania,Population,Persons,Millions,4.058,4.147,4.24,2014
Mauritius,"Gross domestic product, constant prices",Percent change,,3.015,-14.9,5,2020
Mauritius,"Gross domestic product, current prices",U.S. dollars,Billions,14.046,10.921,10.998,2020
Mauritius,"Gross domestic product per capita, current prices",U.S. dollars,Units,"11,088.78","8,618.60","8,681.61",2018
Mauritius,"Inflation, average consumer prices",Percent change,,0.454,2.52,5.145,2020
Mauritius,Volume of imports of goods and services,Percent change,,1.349,-11.809,8.545,2020
Mauritius,Volume of exports of goods and services,Percent change,,-6.023,-37.859,8.433,2020
Mauritius,Population,Persons,Millions,1.267,1.267,1.267,2018
Mexico,"Gross domestic product, constant prices",Percent change,,-0.177,-8.309,6.247,2020
Mexico,"Gross domestic product, current prices",U.S. dollars,Billions,"1,269.43","1,073.92","1,285.52",2020
Mexico,"Gross domestic product per capita, current prices",U.S. dollars,Units,"10,028.87","8,403.60","9,967.39",2020
Mexico,"Inflation, average consumer prices",Percent change,,3.636,3.399,5.373,2020
Mexico,Volume of imports of goods and services,Percent change,,-0.726,-14.557,17.303,2020
Mexico,Volume of exports of goods and services,Percent change,,1.48,-7.299,7.769,2020
Mexico,Population,Persons,Millions,126.578,127.792,128.972,2020
Micronesia,"Gross domestic product, constant prices",Percent change,,1.2,-1.818,-3.247,2018
Micronesia,"Gross domestic product, current prices",U.S. dollars,Billions,0.413,0.407,0.404,2018
Micronesia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,952.28","3,892.27","3,855.22",2018
Micronesia,"Inflation, average consumer prices",Percent change,,1.507,0.48,2.55,2018
Micronesia,Population,Persons,Millions,0.104,0.105,0.105,2018
Moldova,"Gross domestic product, constant prices",Percent change,,3.7,-6.969,4.5,2019
Moldova,"Gross domestic product, current prices",U.S. dollars,Billions,11.972,11.912,12.396,2019
Moldova,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,464.12","4,522.60","4,791.63",2019
Moldova,"Inflation, average consumer prices",Percent change,,4.294,4.363,2.969,2020
Moldova,Volume of imports of goods and services,Percent change,,4.8,-0.216,1.907,2019
Moldova,Volume of exports of goods and services,Percent change,,6.7,-20.537,11.006,2019
Moldova,Population,Persons,Millions,2.682,2.634,2.587,2019
Mongolia,"Gross domestic product, constant prices",Percent change,,5.159,-5.336,5.2,2020
Mongolia,"Gross domestic product, current prices",U.S. dollars,Billions,13.997,13.137,14.28,2020
Mongolia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,245.46","3,916.09","4,185.54",2020
Mongolia,"Inflation, average consumer prices",Percent change,,7.26,3.717,5.4,2020
Mongolia,Volume of imports of goods and services,Percent change,,6.146,-13.075,11.351,2020
Mongolia,Volume of exports of goods and services,Percent change,,6.279,-15.062,-2.889,2020
Mongolia,Population,Persons,Millions,3.297,3.355,3.412,2020
Montenegro,"Gross domestic product, constant prices",Percent change,,4.063,-15.2,7,2020
Montenegro,"Gross domestic product, current prices",U.S. dollars,Billions,5.543,4.786,5.494,2020
Montenegro,"Gross domestic product per capita, current prices",U.S. dollars,Units,"8,911.27","7,702.60","8,837.58",2020
Montenegro,"Inflation, average consumer prices",Percent change,,0.366,-0.238,1.993,2020
Montenegro,Volume of imports of goods and services,Percent change,,2.124,-19.626,11.566,2020
Montenegro,Volume of exports of goods and services,Percent change,,7.33,-48.367,52.118,2020
Montenegro,Population,Persons,Millions,0.622,0.621,0.622,2020
Morocco,"Gross domestic product, constant prices",Percent change,,2.608,-6.293,5.732,2020
Morocco,"Gross domestic product, current prices",U.S. dollars,Billions,119.871,114.602,126.035,2020
Morocco,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,368.39","3,187.63","3,470.80",2018
Morocco,"Inflation, average consumer prices",Percent change,,0.24,0.622,1.4,2020
Morocco,Volume of imports of goods and services,Percent change,,1.238,-8.343,8.093,2020
Morocco,Volume of exports of goods and services,Percent change,,3.058,-21.254,10.057,2020
Morocco,Population,Persons,Millions,35.587,35.952,36.313,2018
Mozambique,"Gross domestic product, constant prices",Percent change,,2.315,-1.234,2.458,2019
Mozambique,"Gross domestic product, current prices",U.S. dollars,Billions,15.39,14.029,15.833,2019
Mozambique,"Gross domestic product per capita, current prices",U.S. dollars,Units,506.817,448.844,492.273,2015
Mozambique,"Inflation, average consumer prices",Percent change,,2.781,3.142,6.176,2019
Mozambique,Volume of imports of goods and services,Percent change,,-6.689,-7.209,0.316,2019
Mozambique,Volume of exports of goods and services,Percent change,,-2.941,-18.554,-9.847,2019
Mozambique,Population,Persons,Millions,30.366,31.255,32.163,2015
Myanmar,"Gross domestic product, constant prices",Percent change,,6.75,3.189,-17.938,2020
Myanmar,"Gross domestic product, current prices",U.S. dollars,Billions,68.802,81.257,66.74,2020
Myanmar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,302.28","1,527.43","1,246.32",2015
Myanmar,"Inflation, average consumer prices",Percent change,,8.627,5.725,4.128,2020
Myanmar,Volume of imports of goods and services,Percent change,,-10.274,2.421,-36.998,2020
Myanmar,Volume of exports of goods and services,Percent change,,-3.608,-2.505,-26.029,2020
Myanmar,Population,Persons,Millions,52.832,53.199,53.55,2015
Namibia,"Gross domestic product, constant prices",Percent change,,-0.606,-7.984,1.326,2020
Namibia,"Gross domestic product, current prices",U.S. dollars,Billions,12.563,10.71,12.213,2020
Namibia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,109.12","4,276.28","4,693.46",2020
Namibia,"Inflation, average consumer prices",Percent change,,3.721,2.209,4.042,2020
Namibia,Volume of imports of goods and services,Percent change,,-8.534,-21.603,28.228,2020
Namibia,Volume of exports of goods and services,Percent change,,-7.665,-21.998,16.563,2020
Namibia,Population,Persons,Millions,2.459,2.504,2.602,2020
Nauru,"Gross domestic product, constant prices",Percent change,,0.959,0.706,1.55,2019
Nauru,"Gross domestic product, current prices",U.S. dollars,Billions,0.119,0.114,0.133,2019
Nauru,"Gross domestic product per capita, current prices",U.S. dollars,Units,"9,365.10","8,866.87","10,138.20",2016
Nauru,"Inflation, average consumer prices",Percent change,,4.3,0.891,1.2,2020
Nauru,Population,Persons,Millions,0.013,0.013,0.013,2016
Nepal,"Gross domestic product, constant prices",Percent change,,6.657,-2.088,1.803,2020
Nepal,"Gross domestic product, current prices",U.S. dollars,Billions,34.186,33.983,34.265,2020
Nepal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,200.97","1,178.33","1,172.64",2018
Nepal,"Inflation, average consumer prices",Percent change,,4.639,6.15,3.598,2021
Nepal,Population,Persons,Millions,28.466,28.84,29.22,2018
Netherlands,"Gross domestic product, constant prices",Percent change,,1.955,-3.825,3.767,2020
Netherlands,"Gross domestic product, current prices",U.S. dollars,Billions,910.295,913.134,"1,007.56",2020
Netherlands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"52,672.50","52,456.09","57,714.88",2020
Netherlands,"Inflation, average consumer prices",Percent change,,2.669,1.117,1.94,2020
Netherlands,Volume of imports of goods and services,Percent change,,3.258,-5.415,4.6,2020
Netherlands,Volume of exports of goods and services,Percent change,,1.98,-4.756,5.064,2020
Netherlands,Employment,Persons,Millions,8.953,8.951,9.022,2020
Netherlands,Population,Persons,Millions,17.282,17.408,17.458,2020
New Zealand,"Gross domestic product, constant prices",Percent change,,2.421,-2.053,5.058,2020
New Zealand,"Gross domestic product, current prices",U.S. dollars,Billions,210.443,209.384,247.64,2020
New Zealand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"42,210.23","41,164.58","48,348.99",2020
New Zealand,"Inflation, average consumer prices",Percent change,,1.62,1.715,2.962,2020
New Zealand,Volume of imports of goods and services,Percent change,,2.078,-15.889,6.568,2020
New Zealand,Volume of exports of goods and services,Percent change,,2.398,-12.822,-2.092,2020
New Zealand,Employment,Persons,Millions,2.696,2.73,2.769,2020
New Zealand,Population,Persons,Millions,4.986,5.087,5.122,2020
Nicaragua,"Gross domestic product, constant prices",Percent change,,-3.674,-1.977,5,2020
Nicaragua,"Gross domestic product, current prices",U.S. dollars,Billions,12.625,12.62,13.397,2020
Nicaragua,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,934.14","1,942.64","2,047.10",2020
Nicaragua,"Inflation, average consumer prices",Percent change,,5.376,3.682,4.132,2020
Nicaragua,Volume of imports of goods and services,Percent change,,-6.617,-0.376,5.127,2020
Nicaragua,Volume of exports of goods and services,Percent change,,-1.068,-9.378,5.001,2020
Nicaragua,Population,Persons,Millions,6.528,6.496,6.544,2020
Niger,"Gross domestic product, constant prices",Percent change,,5.907,3.62,5.36,2020
Niger,"Gross domestic product, current prices",U.S. dollars,Billions,12.912,13.761,15.637,2020
Niger,"Gross domestic product per capita, current prices",U.S. dollars,Units,553.905,568.488,622.23,2009
Niger,"Inflation, average consumer prices",Percent change,,-2.52,2.898,2.901,2020
Niger,Volume of imports of goods and services,Percent change,,9.823,24.884,-1.219,2020
Niger,Volume of exports of goods and services,Percent change,,0.106,62.701,-13.288,2020
Niger,Population,Persons,Millions,23.311,24.207,25.131,2009
Nigeria,"Gross domestic product, constant prices",Percent change,,2.208,-1.794,2.64,2020
Nigeria,"Gross domestic product, current prices",U.S. dollars,Billions,448.12,429.423,480.482,2020
Nigeria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,229.85","2,083.16","2,272.84",2012
Nigeria,"Inflation, average consumer prices",Percent change,,11.397,13.247,16.91,2020
Nigeria,Volume of imports of goods and services,Percent change,,45.106,-18.862,-0.961,2020
Nigeria,Volume of exports of goods and services,Percent change,,18.069,-14.925,-9.737,2020
Nigeria,Population,Persons,Millions,200.964,206.14,211.401,2012
North Macedonia,"Gross domestic product, constant prices",Percent change,,3.174,-4.532,4,2020
North Macedonia,"Gross domestic product, current prices",U.S. dollars,Billions,12.55,12.288,13.885,2020
North Macedonia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,044.44","5,939.41","6,711.73",2020
North Macedonia,"Inflation, average consumer prices",Percent change,,0.766,1.2,3.118,2020
North Macedonia,Volume of imports of goods and services,Percent change,,8.852,-10.489,6.694,2020
North Macedonia,Volume of exports of goods and services,Percent change,,7.209,-10.851,8.213,2020
North Macedonia,Population,Persons,Millions,2.076,2.069,2.069,2020
Norway,"Gross domestic product, constant prices",Percent change,,0.852,-0.766,3.026,2020
Norway,"Gross domestic product, current prices",U.S. dollars,Billions,405.51,362.522,445.507,2020
Norway,"Gross domestic product per capita, current prices",U.S. dollars,Units,"75,700.22","67,326.07","82,244.23",2020
Norway,"Inflation, average consumer prices",Percent change,,2.168,1.287,2.6,2019
Norway,Volume of imports of goods and services,Percent change,,4.697,-11.871,3.012,2019
Norway,Volume of exports of goods and services,Percent change,,0.527,-0.454,2.946,2019
Norway,Employment,Persons,Millions,2.725,2.71,2.734,2020
Norway,Population,Persons,Millions,5.357,5.385,5.417,2020
Oman,"Gross domestic product, constant prices",Percent change,,-0.825,-2.835,2.483,2020
Oman,"Gross domestic product, current prices",U.S. dollars,Billions,76.332,63.368,80.611,2020
Oman,"Gross domestic product per capita, current prices",U.S. dollars,Units,"16,529.39","14,255.09","17,632.65",2020
Oman,"Inflation, average consumer prices",Percent change,,0.134,-0.904,3,2020
Oman,Volume of imports of goods and services,Percent change,,-11.241,-17.416,-11.179,2020
Oman,Volume of exports of goods and services,Percent change,,-0.514,-5.179,-16.063,2020
Oman,Population,Persons,Millions,4.618,4.445,4.572,2020
Pakistan,"Gross domestic product, constant prices",Percent change,,2.077,-0.467,3.943,2020
Pakistan,"Gross domestic product, current prices",U.S. dollars,Billions,276.942,261.726,n/a,2020
Pakistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,352.72","1,254.86",n/a,2020
Pakistan,"Inflation, average consumer prices",Percent change,,6.738,10.741,8.901,2020
Pakistan,Volume of imports of goods and services,Percent change,,-1.015,-1.839,4.66,2020
Pakistan,Volume of exports of goods and services,Percent change,,-5.242,-1.056,9.205,2020
Pakistan,Population,Persons,Millions,204.729,208.57,212.482,2020
Palau,"Gross domestic product, constant prices",Percent change,,-0.662,-8.681,-19.662,2020
Palau,"Gross domestic product, current prices",U.S. dollars,Billions,0.275,0.257,0.208,2020
Palau,"Gross domestic product per capita, current prices",U.S. dollars,Units,"15,725.08","14,731.70","11,835.18",2020
Palau,"Inflation, average consumer prices",Percent change,,0.609,0.681,1,2019
Palau,Volume of imports of goods and services,Percent change,,9.917,6.443,-32.83,2020
Palau,Volume of exports of goods and services,Percent change,,-12.352,-42.895,-72.174,2020
Palau,Population,Persons,Millions,0.017,0.017,0.018,2020
Panama,"Gross domestic product, constant prices",Percent change,,3.04,-17.949,11.951,2020
Panama,"Gross domestic product, current prices",U.S. dollars,Billions,66.788,52.938,60.121,2020
Panama,"Gross domestic product per capita, current prices",U.S. dollars,Units,"15,830.98","12,373.05","13,861.06",2020
Panama,"Inflation, average consumer prices",Percent change,,-0.355,-1.55,1.445,2020
Panama,Volume of imports of goods and services,Percent change,,-8.091,-29.359,34.157,2020
Panama,Volume of exports of goods and services,Percent change,,-0.299,-26.768,15.147,2020
Panama,Population,Persons,Millions,4.219,4.279,4.337,2020
Papua New Guinea,"Gross domestic product, constant prices",Percent change,,5.86,-3.905,1.215,2019
Papua New Guinea,"Gross domestic product, current prices",U.S. dollars,Billions,24.829,23.279,26.461,2019
Papua New Guinea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,886.59","2,651.09","2,951.98",2019
Papua New Guinea,"Inflation, average consumer prices",Percent change,,3.682,4.872,3.63,2019
Papua New Guinea,Volume of imports of goods and services,Percent change,,35.916,18.991,-18.902,2019
Papua New Guinea,Volume of exports of goods and services,Percent change,,10.167,-7.903,7.135,2019
Papua New Guinea,Population,Persons,Millions,8.601,8.781,8.964,2019
Paraguay,"Gross domestic product, constant prices",Percent change,,-0.402,-0.566,4.5,2019
Paraguay,"Gross domestic product, current prices",U.S. dollars,Billions,37.907,35.67,36.973,2019
Paraguay,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,299.67","4,918.23","5,028.22",2019
Paraguay,"Inflation, average consumer prices",Percent change,,2.757,1.768,3.484,2019
Paraguay,Volume of imports of goods and services,Percent change,,-4.511,-15.213,-2.493,2019
Paraguay,Volume of exports of goods and services,Percent change,,-4.139,-9.368,15.062,2019
Paraguay,Population,Persons,Millions,7.153,7.253,7.353,2019
Peru,"Gross domestic product, constant prices",Percent change,,2.15,-11.004,10.038,2020
Peru,"Gross domestic product, current prices",U.S. dollars,Billions,230.865,205.458,225.858,2020
Peru,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,961.70","6,134.22","6,676.52",2018
Peru,"Inflation, average consumer prices",Percent change,,2.136,1.827,3.145,2020
Peru,Volume of imports of goods and services,Percent change,,-0.096,-11.055,12.37,2020
Peru,Volume of exports of goods and services,Percent change,,1.78,-13.277,10.301,2020
Peru,Population,Persons,Millions,33.162,33.494,33.829,2018
Philippines,"Gross domestic product, constant prices",Percent change,,6.119,-9.573,3.223,2020
Philippines,"Gross domestic product, current prices",U.S. dollars,Billions,376.823,361.489,385.737,2020
Philippines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,511.87","3,322.51","3,492.07",2020
Philippines,"Inflation, average consumer prices",Percent change,,2.48,2.635,4.304,2020
Philippines,Volume of imports of goods and services,Percent change,,0.634,-25.312,15.979,2020
Philippines,Volume of exports of goods and services,Percent change,,8.683,-18.156,7.319,2020
Philippines,Population,Persons,Millions,107.3,108.8,110.461,2020
Poland,"Gross domestic product, constant prices",Percent change,,4.745,-2.72,5.115,2020
Poland,"Gross domestic product, current prices",U.S. dollars,Billions,597.194,595.916,655.332,2020
Poland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"15,726.88","15,699.30","17,318.50",2020
Poland,"Inflation, average consumer prices",Percent change,,2.308,3.4,4.422,2020
Poland,Volume of imports of goods and services,Percent change,,3.047,-1.866,15.378,2020
Poland,Volume of exports of goods and services,Percent change,,5.192,-0.194,11.278,2020
Poland,Population,Persons,Millions,37.973,37.958,37.84,2020
Portugal,"Gross domestic product, constant prices",Percent change,,2.683,-8.442,4.442,2020
Portugal,"Gross domestic product, current prices",U.S. dollars,Billions,240.013,228.356,251.709,2020
Portugal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"23,333.32","22,148.80","24,457.14",2020
Portugal,"Inflation, average consumer prices",Percent change,,0.3,-0.121,1.194,2020
Portugal,Volume of imports of goods and services,Percent change,,5.125,-12.203,8.727,2020
Portugal,Volume of exports of goods and services,Percent change,,3.978,-18.605,10.555,2020
Portugal,Employment,Persons,Millions,4.98,4.89,4.939,2020
Portugal,Population,Persons,Millions,10.286,10.31,10.292,2020
Puerto Rico,"Gross domestic product, constant prices",Percent change,,1.486,-3.904,-0.6,2020
Puerto Rico,"Gross domestic product, current prices",U.S. dollars,Billions,104.915,103.138,106.576,2020
Puerto Rico,"Gross domestic product per capita, current prices",U.S. dollars,Units,"32,785.94","32,645.40","34,143.27",2020
Puerto Rico,"Inflation, average consumer prices",Percent change,,0.084,-0.497,3.957,2020
Puerto Rico,Employment,Persons,Millions,0.99,0.966,0.898,2020
Puerto Rico,Population,Persons,Millions,3.2,3.159,3.121,2020
Qatar,"Gross domestic product, constant prices",Percent change,,0.775,-3.588,1.947,2020
